YEAR,AZ-Phoenix,CA-Los Angeles,CA-San Diego,CA-San Francisco,CO-Denver,DC-Washington,FL-Miami,FL-Tampa,GA-Atlanta,IL-Chicago,MA-Boston,MI-Detroit,MN-Minneapolis,NC-Charlotte,NV-Las Vegas,NY-New York,OH-Cleveland,OR-Portland,TX-Dallas,WA-Seattle,Composite-10,Composite-20
March 2006,226.55,272.09,251.71,219.26,139.36,252.88,275.04,236.00,132.66,168.00,180.05,127.78,172.28,122.84,235.22,215.58,122.98,172.60,123.48,171.72,226.53,206.33
April 2006,227.82,273.10,251.33,218.85,138.82,252.30,278.13,237.99,132.90,167.60,179.39,125.99,173.82,124.17,235.76,216.41,122.36,174.06,123.22,173.10,226.89,206.64
May 2006,228.07,272.98,249.68,218.07,138.74,251.19,280.14,239.05,133.02,167.70,178.34,125.36,172.82,124.58,235.42,216.61,121.86,175.37,123.09,174.72,226.65,206.51
June 2006,227.56,272.32,247.92,216.56,138.44,249.33,279.19,238.01,133.11,167.19,176.52,123.81,171.44,125.29,233.76,216.19,121.95,176.72,123.26,176.57,225.69,205.80
July 2006,226.11,271.52,246.00,215.01,138.34,247.12,278.46,236.98,133.16,166.61,175.61,122.64,169.27,126.32,233.08,215.06,121.86,177.77,123.56,178.31,224.56,204.93
August 2006,224.51,270.66,244.11,214.32,137.79,244.42,276.02,235.29,133.10,166.15,174.93,121.60,168.41,127.04,232.41,213.22,121.22,178.90,123.72,179.81,223.31,204.12
September 2006,222.93,270.45,243.37,213.74,137.62,241.72,276.18,234.07,133.06,166.51,173.86,120.64,167.41,127.80,231.89,213.07,120.50,179.52,123.65,181.07,222.82,203.57
October 2006,221.69,271.02,242.07,213.40,137.35,241.81,277.50,232.38,133.74,166.50,173.69,120.36,167.43,128.05,231.31,213.05,120.15,179.89,123.66,182.14,222.76,203.53
November 2006,220.97,271.76,241.46,213.16,137.29,241.51,278.73,231.32,134.09,166.52,171.87,119.85,167.33,129.10,231.42,213.18,119.93,180.37,123.81,183.42,222.86,203.61
December 2006,220.58,270.24,239.32,213.10,137.62,241.40,279.58,230.10,134.65,166.77,171.28,118.65,167.60,129.78,231.67,213.26,119.73,180.36,124.49,184.74,222.53,203.42
January 2007,221.36,270.69,240.12,214.56,137.58,241.35,278.89,229.71,134.97,168.23,170.53,118.14,168.69,130.76,231.92,212.90,120.11,181.89,124.50,186.35,222.71,203.69
February 2007,220.87,270.08,238.89,214.68,137.51,241.72,279.69,230.42,135.56,169.41,171.23,117.86,169.61,131.28,231.70,213.28,120.30,183.03,125.24,187.76,222.93,204.02
March 2007,220.29,268.74,236.70,215.28,137.01,241.52,278.54,229.62,135.83,171.20,171.86,118.44,170.08,132.17,231.20,214.08,120.45,185.13,125.48,189.46,222.97,204.23
April 2007,218.22,266.51,234.65,213.60,136.59,238.60,276.11,226.76,136.03,168.72,171.75,116.64,170.01,132.95,228.69,213.54,119.28,185.42,125.68,189.99,221.37,202.87
May 2007,215.67,264.31,232.40,210.89,136.78,235.88,271.58,223.20,135.38,167.35,170.96,114.07,167.50,133.21,226.07,211.86,118.47,185.40,125.25,190.61,219.31,201.04
June 2007,212.69,261.49,229.90,208.03,136.82,232.49,266.12,219.56,134.93,166.05,169.74,111.54,164.83,133.64,222.28,209.71,117.16,184.64,124.98,190.45,216.82,198.85
July 2007,209.43,258.52,226.65,205.64,136.96,229.43,260.13,215.57,134.12,164.73,169.25,111.10,162.82,133.66,219.16,207.83,116.76,184.26,124.14,190.27,214.47,196.85
August 2007,206.34,254.97,223.57,204.55,136.80,226.43,253.95,210.87,133.61,163.32,168.02,109.77,161.30,133.86,214.91,205.52,115.79,183.51,123.98,189.66,212.04,194.92
September 2007,203.04,251.33,219.80,203.31,136.19,225.89,248.25,207.42,133.10,161.47,168.07,108.53,159.79,133.68,211.08,204.98,115.45,183.30,123.71,189.23,210.09,193.10
October 2007,198.00,247.03,215.36,199.67,134.70,225.43,242.97,204.73,132.77,160.31,167.35,106.57,158.42,133.48,206.34,204.00,114.61,183.20,123.44,187.92,207.63,190.95
November 2007,192.30,239.03,209.12,194.52,132.97,222.94,236.32,202.01,131.38,159.60,166.88,104.17,156.36,132.88,200.75,203.32,112.83,182.56,122.38,186.45,204.11,187.83
December 2007,186.69,232.99,203.44,189.88,131.56,219.13,230.39,199.45,130.44,159.06,165.49,102.43,154.39,132.93,195.78,201.71,112.27,182.46,121.75,185.72,200.72,185.01
January 2008,181.01,225.94,199.87,186.53,130.91,215.52,224.91,195.77,129.69,157.41,164.70,100.33,151.97,133.20,186.82,200.75,110.12,181.03,120.57,184.41,197.37,182.03
February 2008,175.06,217.66,193.13,178.45,130.43,211.55,219.02,190.74,128.61,155.80,163.41,98.58,149.09,133.44,178.48,199.36,109.61,179.56,120.42,182.99,193.04,178.44
March 2008,169.91,210.56,188.21,172.61,130.42,207.79,210.71,185.26,127.39,155.08,162.25,97.72,147.17,133.41,171.14,198.62,109.47,178.08,121.55,181.73,189.48,175.50
April 2008,164.02,205.23,182.20,166.88,130.26,203.81,203.03,181.04,125.46,153.89,161.15,96.27,144.93,132.89,167.26,197.04,111.34,176.99,121.53,180.81,185.90,172.44
May 2008,158.72,199.53,178.56,162.79,130.14,199.99,195.11,178.27,124.56,152.05,160.64,94.76,143.55,132.89,162.25,195.83,109.00,175.68,121.34,178.58,182.62,169.60
June 2008,153.31,195.35,174.36,158.66,130.17,196.31,190.87,175.14,123.18,150.11,160.58,93.44,141.93,131.91,159.35,194.88,108.33,173.91,120.80,176.76,180.06,167.23
July 2008,148.04,190.73,169.84,154.23,130.22,192.89,186.27,173.33,121.96,147.67,159.72,92.36,140.82,131.14,154.37,192.68,107.23,171.84,120.79,174.36,176.83,164.43
August 2008,142.98,186.79,165.72,148.19,129.55,190.45,181.99,171.98,121.17,146.65,159.53,90.46,138.44,129.94,149.75,191.25,107.70,169.33,120.49,172.66,174.14,162.16
September 2008,138.21,181.86,161.88,142.93,128.68,186.77,177.36,168.61,120.23,144.29,158.23,87.81,136.29,128.90,145.38,189.87,107.97,167.42,120.27,170.39,170.74,159.08
October 2008,133.31,178.06,157.91,137.52,127.60,182.78,172.30,163.94,118.83,142.26,157.34,84.56,132.38,127.51,141.10,187.85,107.52,164.63,119.57,168.54,167.74,156.23
November 2008,129.00,174.73,155.14,134.47,127.24,179.40,168.31,159.75,116.72,139.40,154.70,82.50,130.36,125.83,137.12,185.52,106.97,161.62,118.29,165.49,164.96,153.54
December 2008,123.19,171.28,152.84,130.46,126.41,176.18,164.01,155.58,113.98,136.33,153.89,80.18,125.10,123.40,131.00,183.27,105.53,158.36,116.53,160.99,162.12,150.58
January 2009,117.74,167.60,150.07,126.49,124.41,173.98,158.62,150.40,111.44,131.93,152.60,77.60,121.34,122.51,125.96,181.45,104.70,155.80,114.77,157.06,159.09,147.54
February 2009,113.53,165.39,149.07,123.53,123.40,171.27,154.61,147.44,109.26,129.11,151.73,75.33,119.45,121.19,121.82,179.16,100.59,153.91,115.00,155.00,156.91,145.45
March 2009,108.92,163.73,146.81,121.26,123.45,170.09,150.41,144.22,107.93,127.13,149.75,72.94,114.07,121.23,117.74,175.97,99.97,151.16,114.96,152.32,154.66,143.17
April 2009,106.29,161.76,145.78,120.41,123.88,169.75,148.17,142.67,107.13,125.90,149.15,72.28,113.73,119.71,113.49,173.22,99.78,148.87,115.45,150.60,152.91,141.63
May 2009,104.50,160.01,145.50,120.21,124.08,170.30,146.27,141.27,106.06,125.93,149.30,71.87,112.90,119.51,110.39,172.86,102.22,147.07,116.20,148.81,152.23,140.95
June 2009,104.78,160.59,146.53,123.63,125.26,172.02,146.18,140.67,106.02,124.77,150.88,70.01,113.91,119.05,107.75,172.34,104.81,147.43,117.88,148.11,152.87,141.40
July 2009,105.85,162.34,148.86,126.37,126.25,173.86,146.46,141.12,107.08,126.16,151.43,69.43,116.58,119.24,106.06,172.50,105.53,147.82,118.61,147.38,154.04,142.34
August 2009,107.03,164.42,150.95,129.22,126.88,175.71,147.31,141.05,108.03,127.66,152.45,69.73,119.13,118.63,105.03,172.54,104.32,147.97,118.79,147.14,155.40,143.55
September 2009,108.01,165.53,152.68,131.5,127.15,177.25,148.24,140.14,108.89,128.24,152.80,70.59,120.83,118.41,103.85,172.79,103.85,147.68,118.77,146.71,156.02,144.00
October 2009,109.20,166.84,154.19,133.79,127.41,177.84,148.08,138.88,109.32,127.33,152.95,71.40,121.20,118.57,103.51,172.44,103.81,148.18,118.90,147.50,156.75,144.66
November 2009,110.61,168.56,155.73,135.76,127.85,178.24,147.88,138.77,109.80,127.45,153.82,71.56,121.76,118.88,103.51,171.72,104.28,149.47,120.08,147.81,157.36,145.25
December 2009,111.76,171.28,156.88,136.67,127.94,179.47,147.73,138.55,109.79,126.56,154.62,71.94,122.46,118.79,103.95,171.84,104.30,149.77,120.07,148.37,158.21,145.98
January 2010,112.35,174.06,158.86,138.13,127.87,179.60,148.06,139.51,109.29,126.38,154.83,71.97,123.68,118.72,103.91,172.10,105.26,149.27,119.66,147.84,159.11,146.62
February 2010,111.68,174.22,160.39,138.66,128.13,180.23,148.07,138.85,108.52,125.73,154.49,71.33,123.36,118.17,103.88,172.15,104.65,146.67,118.20,146.39,159.45,146.66
March 2010,111.62,173.69,162.77,141.39,128.64,180.31,148.06,139.39,106.83,124.82,155.83,69.95,122.63,116.63,103.61,172.00,106.92,147.23,118.62,147.17,159.85,146.85
April 2010,112.01,174.44,162.89,142.33,129.31,182.42,147.79,139.43,107.46,124.46,156.74,70.47,125.61,117.07,103.84,171.76,106.68,148.48,119.47,146.48,160.23,147.30
May 2010,112.02,175.56,163.60,142.14,128.46,183.59,148.17,139.24,107.79,124.41,156.70,70.33,126.46,116.09,103.24,172.33,105.92,148.06,119.56,146.58,160.58,147.54
June 2010,110.99,175.28,163.01,141.12,127.35,184.38,147.69,138.08,107.77,124.45,155.77,70.48,125.89,115.73,102.20,172.77,105.48,147.64,119.04,145.30,160.46,147.26
July 2010,109.42,174.44,162.65,140.22,126.10,184.11,146.74,136.40,106.55,123.55,155.30,70.23,123.30,115.04,101.02,173.15,104.69,145.98,117.92,144.81,159.98,146.56
August 2010,107.46,173.15,161.35,139.02,125.36,182.69,145.60,134.92,105.51,123.60,154.52,69.42,121.99,114.49,100.32,172.16,103.70,144.43,116.57,143.44,159.01,145.63
September 2010,105.94,172.70,160.30,138.61,125.08,182.41,144.00,134.06,104.09,120.62,153.32,68.21,119.09,114.01,100.32,172.14,101.90,142.29,115.60,142.85,157.96,144.40
October 2010,104.58,172.46,158.76,136.67,125.08,182.51,143.00,133.49,102.65,118.75,152.64,67.71,117.83,113.65,99.84,169.33,101.07,140.49,115.16,141.42,156.89,143.37
November 2010,103.59,172.10,159.72,136.4,124.56,182.83,142.69,132.72,101.52,117.79,152.69,67.27,116.66,113.68,99.93,168.63,99.60,139.10,115.03,140.83,156.56,142.89
December 2010,102.44,170.93,159.52,136.27,124.87,183.65,142.27,130.48,101.31,117.34,153.38,67.54,116.3,113.37,99.02,168.03,100.71,138.02,115.92,139.55,156.14,142.53
January 2011,102.06,170.98,158.97,136.01,125.02,183.74,141.13,130.41,102.58,117.07,153.94,67.76,114.61,112.86,99.23,166.78,101.13,137.66,116.4,138.11,155.66,142.14
February 2011,102.26,170.64,157.52,134.08,124.93,183.89,139.11,130.02,103.58,116.50,152.95,68.32,113.19,112.23,98.68,166.20,101.66,136.48,116.77,135.52,155.10,141.74
March 2011,102.21,170.84,156.38,134.52,123.79,182.81,139.21,129.57,103.51,115.63,151.84,67.6,110.99,110.76,98.15,165.25,100.52,136.17,115.52,136.31,154.64,141.2
April 2011,102.11,170.82,155.91,134.54,124.04,181.56,139.77,128.62,103.55,114.12,150.28,67.23,111.7,111.3,97.42,166.94,99.91,134.97,114.59,136.51,154.71,141.19
May 2011,101.3,169.86,155.22,134.3,124.07,181.58,140.4,127.89,102.6,114.49,151.71,67.73,111.85,111.56,96.42,166.96,99.28,134.57,113.89,136.25,154.46,140.91
June 2011,100.65,169.21,154.32,133.39,124.1,181.22,140.13,127.85,102.24,114.99,152.37,69.79,112.12,112.06,96.06,166.65,98.9,133.47,113.91,135.94,154.19,140.7
July 2011,99.72,168.24,152.98,132.32,123.39,182.06,139.84,127.7,100.95,115.03,152.07,71.58,112.29,111.59,95.66,167.48,98.97,133.58,114.07,135.35,153.98,140.5
August 2011,99.17,167.04,152.38,131.45,123.31,181.49,138.83,126.89,98.71,116.35,151.67,71.35,111.78,111.36,94.51,167.05,98.65,133.41,114.35,134.69,153.49,140.11
September 2011,99.1,165.45,151.73,130.42,123.37,182.34,138.17,125.03,93.92,114.32,151.43,71.57,111.37,111.03,93.02,167.61,98.85,134.2,114.65,133.51,152.56,139.12
October 2011,99.26,164.04,151.69,130.24,123.9,180.44,137.21,125.29,90.71,112.9,151.05,71.13,110.93,110.64,91.35,165.16,98.72,133.85,114.55,132.61,151.58,138.24
November 2011,99.92,162.81,151.1,128.95,124.33,180.18,136.43,124.6,89.68,110.79,150.32,70.92,111.35,110.04,90.83,164.05,98.51,132.48,114.19,131.94,150.52,137.37
December 2011,101.26,162.1,150.93,128.99,124.41,179.13,136.92,124.99,88.48,109.82,149.38,69.96,111.34,110.09,90.27,162.6,98.32,132.56,114.42,131.82,149.73,136.78
January 2012,103.36,161.81,150.58,128.03,125.23,179.6,138.49,125.54,87.43,109.29,149.55,70.41,112.61,110.09,90.21,161.61,97.48,131.76,114.98,132.7,149.31,136.59
February 2012,105.62,161.81,151.46,128.7,125.55,178.72,140.24,126.35,85.72,108.43,149.31,70.69,113.99,110.22,90.23,160.74,97.22,132.37,115.67,131.59,149.36,136.76
March 2012,108.44,162.68,152.14,130.59,126.99,181.84,142.8,127.98,85.21,107.6,150.45,70.76,114.74,111.35,90.77,160.5,98.06,132.46,117.29,134.56,150.22,137.64
April 2012,110.88,164.73,153.12,132.72,127.58,184.26,144.25,129.85,85.91,107.87,150.44,70.74,116.44,112.62,91.72,161.04,98.82,133.76,117.78,135.26,151.39,138.76
May 2012,112.91,166.48,153.47,135.09,128.56,186.96,145.2,131.17,87.63,111.11,151.47,73.12,117.13,113.07,93.34,162.07,99.46,135.14,118.2,137.01,152.88,140.2
June 2012,114.62,168.07,154.03,137.39,129.08,187.78,146.27,132.14,89.82,112.87,152.32,74.96,118.43,113.52,94.33,163.04,99.72,137.41,118.05,138.31,154.21,141.48
July 2012,116.26,168.98,154.21,138.58,130.08,188.64,147.2,132.24,90.79,113.81,153.38,75.99,119.39,114.05,94.8,163.04,99.33,137.79,118.21,139.41,154.85,142.1
